"","StationNumber","StationType","MeasurementStartDate","MeasurementEndDate","Number ofSamples","StationStatus"
"","200000872","Groundwater","16-Feb-2006","14-Oct-2009","23","Active"
"","200000875","Groundwater","20-Feb-2006","11-Oct-2012","7","Active"
"","200000881","Groundwater","13-Feb-2006","13-Feb-2006","2","Active"
"","200000884","Groundwater","07-Mar-2006","07-Mar-2006","2","Active"
"","200000887","Groundwater","15-Mar-2006","17-Apr-2018","39","Active"
"","200000889","Groundwater","23-Mar-2006","23-Mar-2006","2","Active"
"","200000891","Groundwater","08-May-2006","08-May-2006","1","Not Active"
"","200000893","Groundwater","08-May-2006","08-May-2006","1","Not Active"
"","200000895","Groundwater","30-May-2006","11-Oct-2012","29","Active"
"","200000897","Groundwater","30-May-2006","30-Jan-2007","4","Not Active"
"","200000900","Groundwater","30-May-2006","30-Jan-2007","4","Active"
"","200000902","Groundwater","30-May-2006","30-Jan-2007","4","Not Active"
"","200000904","Groundwater","30-May-2006","30-Jan-2007","4","Not Active"
"","200000906","Groundwater","30-May-2006","14-Apr-2016","5","Not Active"
"","200000908","Groundwater","30-May-2006","30-Jan-2007","4","Not Active"
"","200000910","Dam / Lake","08-May-2006","08-May-2006","1","Not Active"
"","200000913","Groundwater","28-Feb-2006","28-Feb-2006","2","Active"
"","200000916","Groundwater","28-Feb-2006","28-Feb-2006","2","Active"
"","200000919","Groundwater","24-Aug-2006","26-Feb-2008","8","Active"
"","200000921","Groundwater","09-Oct-2006","01-Nov-2006","3","Not Active"
"","200000923","Groundwater","25-Sept-2006","25-Sept-2006","2","Not Active"
"","200189563","Groundwater","27-Jun-2007","19-Apr-2018","36","Active"
"","200189565","Groundwater","30-Aug-2007","13-Nov-2017","34","Active"
"","200189571","River","06-Sept-2007","06-Mar-2008","6","Not Active"
"","200189576","River","06-Sept-2007","06-Sept-2007","2","Not Active"
"","200189588","Groundwater","26-Sept-2007","18-Sept-2008","6","Active"
"","200189590","Groundwater","27-Sept-2007","26-May-2015","20","Active"
"","200189592","Groundwater","16-Oct-2007","21-Mar-2018","10","Active"
"","200189594","Groundwater","23-Oct-2007","29-Mar-2017","13","Active"
"","200189598","Groundwater","21-Aug-2002","12-Nov-2007","4","Active"
"","200189600","Groundwater","20-Nov-2007","20-Nov-2007","2","Not Active"
"","200189602","Groundwater","20-Nov-2007","20-Nov-2007","2","Not Active"
"","200189611","River","20-Nov-2007","20-Nov-2007","2","Not Active"
"","200189613","River","20-Nov-2007","20-Nov-2007","2","Not Active"
"","200189615","Groundwater","18-Dec-2007","18-Dec-2007","2","Not Active"
"","200189629","Groundwater","28-Feb-2008","20-Apr-2018","35","Active"
"","200189631","Groundwater","26-Mar-2008","24-Mar-2009","6","Active"
"","200189638","Groundwater","24-Apr-2008","24-Apr-2008","1","Not Active"
"","200189640","Groundwater","17-Apr-2008","26-Apr-2018","3","Active"
"","200189642","Groundwater","24-Jun-2008","10-May-2018","18","Active"
"","200189644","Spring","04-Jun-2008","20-Apr-2010","12","Active"
"","200189646","Groundwater","01-Jul-2008","01-Jul-2008","2","Active"
"","200189648","Groundwater","01-Jul-2008","26-Apr-2018","14","Active"
"","200189652","Groundwater","05-Jun-2008","18-Apr-2018","30","Active"
"","200189654","Spring","16-Jul-2008","16-Jul-2008","2","Not Active"
"","200189656","Groundwater","16-Jul-2008","08-Nov-2016","29","Active"
"","200189658","Spring","22-Aug-2008","22-Aug-2008","1","Not Active"
"","200189660","Spring","22-Aug-2008","22-Aug-2008","1","Not Active"
"","200189666","Groundwater","30-Jan-2009","30-Jan-2009","2","Not Active"
"","200189670","Waste","02-Oct-2007","28-Apr-2021","78","Not Active"
"","200189674","Waste","06-Jun-2008","26-Apr-2021","78","Not Active"
"","200189676","Waste","27-Feb-2007","28-Apr-2021","80","Not Active"
"","200189683","Groundwater","10-Nov-2010","05-Apr-2011","4","Active"
"","200189686","Transfer","08-Jan-2009","08-Oct-2013","26","Not Active"
"","200189688","Spring","06-Apr-2010","11-Apr-2011","2","Active"
"","200189690","Groundwater","28-Apr-2010","16-Apr-2018","24","Active"
"","200189692","Groundwater","20-Apr-2010","20-Apr-2010","2","Not Active"
"","200189694","Mine / Industry","03-Dec-2009","06-Aug-2019","62","Not Active"
"","200189697","Groundwater","18-Mar-2010","18-Mar-2010","2","Active"
"","200189698","River","08-Jul-2009","08-Aug-2012","15","Not Active"
"","200189699","River","08-Jul-2009","30-Apr-2013","17","Not Active"
"","200189700","River","08-Jul-2009","30-Apr-2013","36","Not Active"
"","200189701","River","08-Jul-2009","08-Aug-2012","21","Not Active"
"","200189702","River","08-Jul-2009","08-Aug-2012","17","Not Active"
"","200189703","River","08-Jul-2009","08-Aug-2012","20","Not Active"
"","200189704","River","08-Jul-2009","30-Apr-2013","35","Not Active"
"","200189725","Groundwater","24-Jun-2009","04-Apr-2014","15","Active"
"","200189739","Groundwater","07-Apr-2011","13-Nov-2017","17","Active"
"","200189741","Groundwater","19-Apr-2011","19-Apr-2018","19","Active"
"","200189743","Waste","12-Oct-2011","15-Nov-2013","16","Not Active"
"","200189752","Groundwater","08-Oct-2012","16-Apr-2018","16","Active"
"","200189758","Groundwater","09-Oct-2013","22-Mar-2018","10","Active"
"","200189762","Groundwater","07-Oct-2013","23-Mar-2018","10","Active"
"","200189764","Groundwater","07-Apr-2014","22-Mar-2018","9","Active"
"","200189766","Groundwater","21-Oct-2013","24-Apr-2017","7","Not Active"
"","200189768","Groundwater","15-Apr-2014","26-Apr-2018","9","Active"
"","200189770","Groundwater","03-Apr-2014","20-Apr-2018","10","Active"
"","200189772","Groundwater","02-Oct-2013","19-Apr-2018","10","Active"
"","200189774","Groundwater","06-May-2014","06-May-2014","2","Active"
"","200189776","Groundwater","10-Apr-2014","16-Apr-2018","7","Active"
"","200189780","Groundwater","13-Nov-2014","25-May-2017","3","Active"
"","200189782","Groundwater","13-Nov-2014","29-Nov-2017","5","Active"
"","200189784","Groundwater","12-Nov-2014","23-May-2018","6","Active"
"","200189786","Groundwater","13-Nov-2014","22-May-2018","6","Active"
"","200189788","Groundwater","13-Nov-2014","23-May-2018","7","Active"
"","200189790","Groundwater","12-Nov-2014","28-Nov-2017","6","Active"
"","200189792","Groundwater","12-Nov-2014","22-May-2018","7","Active"
"","200189794","Groundwater","12-Nov-2014","23-May-2018","7","Active"
"","200189796","Groundwater","12-Nov-2014","23-May-2018","8","Active"
"","200189798","Groundwater","12-Nov-2014","22-May-2018","7","Active"
"","200189801","Groundwater","13-Nov-2014","22-May-2018","7","Active"
"","200189803","Groundwater","12-Nov-2014","30-Nov-2017","6","Active"
"","200189805","Groundwater","12-Nov-2014","23-May-2018","7","Active"
"","200189807","Groundwater","14-May-2015","23-May-2018","5","Active"
"","200189809","Groundwater","12-Nov-2014","23-May-2018","7","Active"
"","200189811","Groundwater","13-May-2015","23-May-2018","6","Active"
"","200189813","Groundwater","12-Nov-2014","30-Nov-2017","5","Active"
"","200189815","Groundwater","12-Nov-2014","22-May-2018","7","Active"
"","200189817","Groundwater","13-May-2014","25-May-2016","4","Active"
"","200189819","Groundwater","12-Nov-2014","24-May-2018","7","Active"
"","200189821","Groundwater","12-Nov-2014","24-May-2018","5","Active"
"","200189823","Groundwater","14-May-2015","23-May-2018","5","Active"
"","200189825","Groundwater","13-Nov-2014","23-May-2018","7","Active"
"","200189827","Groundwater","12-Nov-2014","22-May-2018","7","Active"
"","200189829","Groundwater","13-Nov-2014","28-Nov-2017","6","Active"
"","200189831","Groundwater","12-Nov-2014","28-Nov-2017","5","Active"
"","200189833","Groundwater","29-Apr-2015","27-Sept-2017","6","Active"
"","200189835","Groundwater","30-Oct-2015","13-Mar-2018","6","Active"
"","200189837","Groundwater","29-Apr-2015","20-Mar-2018","7","Not Active"
"","200189839","Groundwater","21-Sept-2016","21-Mar-2018","4","Active"
"","200189847","Groundwater","13-May-2015","24-May-2018","6","Active"
"","200189849","Spring","14-May-2015","25-May-2017","3","Active"
"","200189851","Spring","13-May-2015","25-May-2017","3","Active"
"","200189853","Spring","14-May-2015","25-May-2017","2","Active"
"","200189855","Spring","14-May-2015","25-May-2017","2","Active"
"","200189857","Groundwater","13-May-2015","13-May-2015","1","Active"
"","200189859","Groundwater","25-Nov-2015","24-May-2018","5","Active"
"","200189861","Groundwater","24-Apr-2015","30-Mar-2017","5","Active"
"","200189864","Spring","30-Oct-2015","03-Apr-2017","4","Active"
"","200189866","Groundwater","30-Oct-2015","27-Sept-2017","5","Active"
"","200189870","Groundwater","07-Apr-2016","14-Mar-2018","3","Active"
"","200189872","Groundwater","07-Apr-2016","28-Sept-2017","4","Active"
"","200189878","Groundwater","07-Apr-2016","14-Mar-2018","4","Active"
"","200189880","Groundwater","15-Mar-2016","03-Apr-2017","3","Active"
"","200189882","Groundwater","15-Mar-2016","27-Sept-2017","4","Active"
"","200189884","Groundwater","16-Mar-2016","23-Mar-2018","5","Active"
"","200189890","Groundwater","30-Mar-2017","22-Mar-2018","3","Active"
"","200189918","Groundwater","21-Sept-2017","22-Mar-2018","2","Active"
"","200189930","Groundwater","23-May-2018","23-May-2018","1","Active"
"","200189993","Groundwater","11-Apr-2017","11-Apr-2017","1","Not Active"
"","200189994","Groundwater","11-Apr-2017","11-Apr-2017","1","Not Active"
"","86522","River","24-Jul-2023","07-May-2025","30","Active"
"","86712","River","23-Jun-2005","16-Nov-2017","115","Active"
"","86729","River","14-Jul-2023","12-May-2025","4","Active"
"","88846","Groundwater","15-Oct-1985","30-Jan-2007","11","Not Active"
"","88847","Groundwater","24-May-1985","29-Sept-1993","49","Not Active"
"","88848","Groundwater","05-Feb-1983","11-Feb-1988","7","Not Active"
"","88849","Groundwater","13-Aug-1985","29-Sept-1993","37","Not Active"
"","88850","Groundwater","29-Mar-1983","29-Sept-1993","58","Not Active"
"","88851","Groundwater","14-Feb-1983","29-Sept-1993","50","Not Active"
"","88852","Groundwater","17-Feb-1983","06-Aug-1993","50","Not Active"
"","88853","Groundwater","24-Feb-1983","20-Apr-1988","38","Not Active"
"","88855","Groundwater","25-Feb-1983","21-May-1987","8","Not Active"
"","88856","Groundwater","25-Feb-1983","11-Feb-1988","9","Not Active"
"","88857","Groundwater","15-Oct-1985","11-Feb-1988","8","Not Active"
"","88858","Groundwater","01-Mar-1983","11-Feb-1988","8","Not Active"
"","88859","Groundwater","02-Mar-1983","11-Feb-1988","9","Not Active"
"","88860","Groundwater","18-Oct-1985","11-Feb-1988","8","Not Active"
"","88861","Groundwater","03-Mar-1983","11-Feb-1988","8","Not Active"
"","88862","Groundwater","04-Mar-1983","08-Feb-1988","9","Not Active"
"","88863","Groundwater","10-Mar-1983","16-Mar-1988","37","Not Active"
"","88864","Groundwater","24-Mar-1983","20-Jan-1988","32","Not Active"
"","88865","Groundwater","13-Aug-1985","16-Mar-1988","28","Not Active"
"","88866","Groundwater","17-Oct-1985","11-Feb-1988","7","Not Active"
"","88867","Groundwater","26-Mar-1983","11-Feb-1988","8","Not Active"
"","88868","Groundwater","28-Mar-1983","11-Feb-1988","7","Not Active"
"","88869","Groundwater","29-Mar-1983","11-Feb-1988","9","Not Active"
"","88871","Groundwater","31-Mar-1983","11-Feb-1988","7","Not Active"
"","88872","Groundwater","06-Apr-1983","11-Feb-1988","7","Not Active"
"","88873","Groundwater","16-Oct-1985","13-Feb-1986","2","Not Active"
"","88874","Groundwater","18-Mar-1983","29-Sept-1993","49","Not Active"
"","89662","Groundwater","05-Nov-1998","05-Nov-1998","2","Not Active"
"","89663","Groundwater","05-Nov-1998","03-Nov-1999","3","Not Active"
"","89664","Groundwater","05-Nov-1998","28-May-1999","4","Not Active"
"","89665","Groundwater","04-Nov-1998","11-Aug-1999","8","Not Active"
"","89666","Groundwater","05-Nov-1998","11-Aug-1999","8","Not Active"
"","89668","Groundwater","04-Nov-1998","27-May-1999","6","Not Active"
"","89671","Spring","04-May-1995","11-Apr-2025","56","Active"
"","89672","Spring","25-Nov-1994","15-Apr-2025","52","Active"
"","89721","Groundwater","29-Nov-1994","05-Jun-2013","23","Active"
"","89802","Groundwater","29-Nov-1994","15-Apr-2025","49","Active"
"","89812","Groundwater","25-Nov-1994","18-Apr-1995","2","Active"
"","89820","Groundwater","22-Jul-1994","14-Apr-2025","49","Active"
"","89851","Groundwater","04-Nov-1998","12-Aug-1999","8","Not Active"
"","89852","Groundwater","04-Nov-1998","12-Aug-1999","6","Not Active"
"","89854","Groundwater","04-Nov-1998","11-Aug-1999","8","Not Active"
"","89855","Groundwater","05-Nov-1998","16-Apr-2018","67","Active"
"","89856","Groundwater","04-Nov-1998","12-Aug-1999","8","Not Active"
"","89859","Groundwater","06-Nov-1998","12-Aug-1999","8","Not Active"
"","89860","Groundwater","02-Nov-1999","16-Apr-2018","67","Active"
"","89936","Groundwater","25-Nov-1994","07-Apr-2014","16","Active"
"","89951","Spring","13-Jul-1994","03-Sept-2014","42","Active"
"","89953","Spring","29-Nov-1994","16-Apr-2025","66","Active"
"","89954","Groundwater","20-May-1994","10-Oct-2017","36","Active"
"","89955","Groundwater","25-Jun-1998","25-Jun-1998","1","Not Active"
"","89956","Spring","29-Nov-1994","11-Apr-2025","46","Active"
"","89958","Groundwater","30-Jun-1994","13-Oct-2015","15","Active"
"","89965","Spring","01-Jul-1994","14-Apr-2025","59","Active"
"","89984","Groundwater","29-Nov-1994","22-Mar-2018","39","Active"
"","89985","Groundwater","05-Dec-1994","28-May-2012","13","Active"
"","90017","Groundwater","29-Nov-1994","15-Apr-2025","47","Active"
"","90029","Spring","13-Jul-1994","22-Oct-2021","36","Active"
"","90063","Groundwater","13-Jul-1994","22-Oct-2021","46","Active"
"","90077","Groundwater","19-May-1994","24-Jun-1998","9","Not Active"
"","90078","Groundwater","24-Apr-1998","26-Apr-2024","35","Active"
"","90090","Groundwater","25-Nov-1994","20-Oct-1999","6","Active"
"","90113","Groundwater","25-Nov-1994","20-Aug-2014","16","Active"
"","90152","Spring","18-Nov-1994","16-Nov-1998","4","Not Active"
"","90153","Spring","18-Apr-1995","14-Apr-2025","51","Active"
"","91202","Groundwater","11-Jun-1976","11-Jun-1976","1","Not Active"
"","91203","Groundwater","19-Apr-1976","19-Apr-1976","1","Not Active"
"","91205","Groundwater","10-Nov-1976","11-Nov-1976","2","Not Active"
"","91560","Groundwater","22-Feb-1977","26-Feb-1977","3","Not Active"
"","91726","Groundwater","02-Jun-1977","02-Jun-1977","2","Not Active"
"","91727","Groundwater","25-Jul-1977","25-Jul-1977","1","Not Active"
"","91728","Groundwater","26-Sept-1977","26-Sept-1977","1","Not Active"
"","91729","Groundwater","21-Sept-1977","10-Nov-1977","2","Not Active"
"","91730","Groundwater","26-May-1977","26-May-1977","1","Not Active"
"","91731","Groundwater","18-Apr-1977","18-Apr-1977","1","Not Active"
"","91732","Groundwater","13-Jun-1977","15-Jun-1977","2","Not Active"
"","91733","Groundwater","09-Nov-1977","09-Nov-1977","1","Not Active"
"","91737","Groundwater","02-Feb-1978","02-Feb-1978","1","Not Active"
"","91738","Groundwater","06-Feb-1978","27-Jun-1978","4","Not Active"
"","91739","Groundwater","09-Jan-1978","09-Jan-1978","1","Not Active"
"","91740","Groundwater","28-Feb-1978","08-Mar-1978","4","Not Active"
"","91741","Groundwater","22-Mar-1978","22-Mar-1978","1","Not Active"
"","91757","Groundwater","04-Apr-1978","13-Apr-1978","2","Not Active"
"","91758","Groundwater","28-Apr-1978","28-Apr-1978","1","Not Active"
"","91764","Groundwater","21-Apr-1978","21-Apr-1978","1","Not Active"
"","91765","Groundwater","05-May-1978","05-May-1978","1","Not Active"
"","91766","Groundwater","13-Jun-1978","13-Jun-1978","1","Not Active"
"","91767","Groundwater","09-Jun-1978","09-Jun-1978","1","Not Active"
"","91768","Groundwater","14-Jun-1978","14-Jun-1978","1","Not Active"
"","91773","Groundwater","03-Aug-1978","04-Aug-1978","3","Not Active"
"","91831","Groundwater","12-Nov-1979","12-Nov-1979","1","Not Active"
"","91832","Groundwater","14-Sept-1979","14-Sept-1979","1","Not Active"
"","91833","Groundwater","21-Sept-1979","21-Sept-1979","1","Not Active"
"","91834","Groundwater","21-Sept-1979","21-Sept-1979","1","Not Active"
"","91835","Groundwater","21-Sept-1979","21-Sept-1979","1","Not Active"
"","91836","Groundwater","17-Sept-1979","17-Sept-1979","1","Not Active"
"","91837","Groundwater","17-Sept-1979","17-Sept-1979","1","Not Active"
"","91838","Groundwater","14-Sept-1979","14-Sept-1979","1","Not Active"
"","91840","Groundwater","17-Sept-1979","17-Sept-1979","1","Not Active"
"","91841","Groundwater","26-Sept-1979","26-Sept-1979","1","Not Active"
"","91842","Groundwater","27-Sept-1979","27-Sept-1979","1","Not Active"
"","91847","Groundwater","26-Sept-1979","26-Sept-1979","1","Not Active"
"","91848","Groundwater","25-Sept-1979","25-Sept-1979","1","Not Active"
"","91849","Groundwater","28-Sept-1979","28-Sept-1979","1","Not Active"
"","91850","Groundwater","21-Sept-1979","21-Sept-1979","1","Not Active"
"","91856","Groundwater","28-Sept-1979","28-Sept-1979","1","Not Active"
"","91860","Groundwater","03-Oct-1979","03-Oct-1979","1","Not Active"
"","91861","Groundwater","03-Oct-1979","03-Oct-1979","1","Not Active"
"","91863","Groundwater","26-Sept-1979","26-Sept-1979","1","Not Active"
"","91864","Groundwater","26-Sept-1979","26-Sept-1979","1","Not Active"
"","91865","Groundwater","04-Oct-1979","04-Oct-1979","1","Not Active"
"","91866","Groundwater","04-Oct-1979","04-Oct-1979","1","Not Active"
